1.000000,1.814204,33.544304
2.000000,1.539027,40.348103
3.000000,1.574751,43.275318
4.000000,1.503754,43.354431
5.000000,1.393658,56.012657
6.000000,1.286028,71.439873
7.000000,1.317429,73.180382
8.000000,1.282029,72.943039
9.000000,1.250199,72.468353
10.000000,1.232564,71.835442
11.000000,1.230919,73.971519
12.000000,1.213008,86.392403
13.000000,1.133651,96.123421
14.000000,1.108628,96.202530
15.000000,1.110865,96.202530
16.000000,1.102081,96.202530
17.000000,1.102321,96.202530
18.000000,1.112476,96.202530
19.000000,1.110476,96.202530
20.000000,1.108251,96.202530
21.000000,1.117070,96.202530
22.000000,1.118262,96.202530
23.000000,1.119649,96.202530
24.000000,1.124340,96.202530
25.000000,1.133361,96.202530
26.000000,1.126184,96.123421
27.000000,1.139963,96.202530
28.000000,1.137607,96.202530
29.000000,1.121072,96.202530
30.000000,1.132673,96.202530
31.000000,1.132962,96.202530
32.000000,1.135080,96.202530
33.000000,1.171538,96.123421
34.000000,1.142994,96.202530
35.000000,1.114320,96.202530
36.000000,1.117433,96.202530
37.000000,1.115528,96.202530
38.000000,1.132354,96.202530
39.000000,1.125837,96.202530
40.000000,1.116909,96.202530
41.000000,1.151326,96.202530
42.000000,1.154452,96.202530
43.000000,1.133909,96.202530
44.000000,1.157322,96.202530
45.000000,1.134533,96.202530
46.000000,1.167562,96.202530
47.000000,1.153587,96.202530
48.000000,1.151077,96.202530
49.000000,1.155432,96.202530
50.000000,1.168355,96.202530
51.000000,1.163420,96.202530
52.000000,1.168254,96.202530
53.000000,1.170538,96.202530
54.000000,1.138154,96.202530
55.000000,1.154830,96.202530
56.000000,1.158690,96.202530
57.000000,1.163323,96.202530
58.000000,1.167437,96.202530
59.000000,1.166676,96.202530
60.000000,1.183304,96.202530
61.000000,1.138771,96.202530
62.000000,1.150368,96.123421
63.000000,1.131410,96.202530
64.000000,1.132401,96.202530
65.000000,1.152751,96.202530
66.000000,1.161815,96.202530
67.000000,1.165505,96.202530
68.000000,1.183534,96.202530
69.000000,1.178790,96.202530
70.000000,1.179123,96.202530
71.000000,1.152979,96.202530
72.000000,1.169684,96.202530
73.000000,1.182138,96.202530
74.000000,1.187024,96.202530
75.000000,1.183651,96.202530
76.000000,1.174904,96.202530
77.000000,1.169888,96.123421
78.000000,1.168618,96.202530
79.000000,1.153545,96.202530
80.000000,1.160936,96.202530
81.000000,1.154887,96.202530
82.000000,1.156146,96.202530
83.000000,1.166641,96.202530
84.000000,1.168628,96.202530
85.000000,1.169933,96.202530
86.000000,1.183582,96.202530
87.000000,1.182176,96.202530
88.000000,1.174586,96.202530
89.000000,1.183585,96.202530
90.000000,1.176478,96.202530
91.000000,1.182581,96.202530
92.000000,1.150091,96.202530
93.000000,1.147413,95.886078
94.000000,1.149572,96.202530
95.000000,1.134424,96.123421
96.000000,1.146998,96.202530
97.000000,1.156914,96.202530
98.000000,1.162647,96.202530
99.000000,1.164230,96.202530
100.000000,1.162325,96.202530
